SN,CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),BCF 1 Value Op,BCF 1 Value,BCF 1 Min Op,BCF 1 Min,BCF 1 Max Op,BCF 1 Max,BCF 1 Unit,BCF 2 Value Op,BCF 2 Value,BCF 2 Min Op,BCF 2 Min,BCF 2 Max Op,BCF 2 Max,BCF 2 Unit,BCF 3 Value Op,BCF 3 Value,BCF 3 Min Op,BCF 3 Min,BCF 3 Max Op,BCF 3 Max,BCF 3 Unit,Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
SN0661,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",Laboratory Grade,Unmeasured,>=97,Daphnia magna,Water Flea,Crustaceans,Neonate,<24,Hour(s),Renewal,Fresh water,Lab,,Active ingredient,,39.446681,,29.7010304,,52.4408818,AI mg/L,Mortality,Mortality,LC50,,21,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Boudreau,T.M.",175259,Toxicity of Perfluorinated Organic Acids to Selected Freshwater Organisms Under Laboratory and Field Conditions,"M.S. Thesis, University of Guelph, Ontario, Canada:145 p.",2002,Purity:  NR - NR | Organism Age:  NR - NR Hour(s) | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0662,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,126,,93,,197,AI mg/L,Development,Gastrulation,EC50,,0.3333,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0663,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Danio rerio,Zebra Danio,Fish,Embryo,NR,,Static,Fresh water,Lab,7,Formulation,,16,,7.7,,450,AI mg/L,Multiple,Multiple effects reported as one result,EC50,,6,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Ulhaq,M., G. Carlsson, S. Orn, and L. Norrgren",165818,Comparison of Developmental Toxicity of Seven Perfluoroalkyl Acids to Zebrafish Embryos,Environ. Toxicol. Pharmacol.36:423-426,2013,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0664,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,214,,,,,AI mg/L,Mortality,Hatch,EC50,,3,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0665,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,106,,92,,123,AI mg/L,Development,Abnormal,EC50,,0.5,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0666,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Danio rerio,Zebra Danio,Fish,Embryo,NR,,Static,Fresh water,Lab,7,Formulation,>,10,,,,,AI mg/L,Mortality,Mortality,LC50,,6,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Ulhaq,M., G. Carlsson, S. Orn, and L. Norrgren",165818,Comparison of Developmental Toxicity of Seven Perfluoroalkyl Acids to Zebrafish Embryos,Environ. Toxicol. Pharmacol.36:423-426,2013,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0667,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,1,Hours post fertilization,Static,Fresh water,Lab,9,Active ingredient,,158.7148812,,,,,AI mg/L,Mortality,Mortality,LC50,,0.2917,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,H., N. Sheng, W. Zhang, and J. Dai",181408,Toxic Effects of Perfluorononanoic Acid on the Development of Zebrafish (Danio rerio) Embryos,J. Environ. Sci. (China)32:26-34,2015,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0668,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,1,Hours post fertilization,Static,Fresh water,Lab,9,Active ingredient,,140.1517372,,,,,AI mg/L,Mortality,Mortality,LC50,,0.9583,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,H., N. Sheng, W. Zhang, and J. Dai",181408,Toxic Effects of Perfluorononanoic Acid on the Development of Zebrafish (Danio rerio) Embryos,J. Environ. Sci. (China)32:26-34,2015,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0669,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,120,,95,,162,AI mg/L,Mortality,Mortality,LC50,,0.5,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0670,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,99,,86,,114,AI mg/L,Mortality,Mortality,LC50,,1,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0671,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,193,,150,,309,AI mg/L,Mortality,Mortality,LC50,,0.1667,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0672,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,161,,120,,254,AI mg/L,Mortality,Mortality,LC50,,0.3333,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0673,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,84,,60,,125,AI mg/L,Mortality,Mortality,LC50,,3,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0674,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Danio rerio,Zebra Danio,Fish,Embryo,0,Hours post fertilization,Static,Fresh water,Lab,7,Active ingredient,,86,,61,,129,AI mg/L,Mortality,Mortality,LC50,,2,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Zheng,X.M., H.L. Liu, W. Shi, S. Wei, J.P. Giesy, and H.X. Yu",160547,Effects of Perfluorinated Compounds on Development of Zebrafish Embryos,Environ. Sci. Pollut. Res.19(7): 2498-2505,2012,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0675,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Chemical analysis reported,NR,Danio rerio,Zebra Danio,Fish,Embryo,72,Hours post fertilization,Static,Fresh water,Lab,,Active ingredient,,108.6,,,,,AI mg/L,Mortality,Mortality,LC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Rainieri,S., N. Conlledo, T. Langerholc, E. Madorran, M. Sala, and A. Barranco",181025,Toxic Effects of Perfluorinated Compounds at Human Cellular Level and on a Model Vertebrate,Food Chem. Toxicol.104:14-25,2017,Purity:  NR - NR | Organism Age:  NR - NR Hours post fertilization | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0676,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chironomus dilutus,Midge,Insects/Spiders,Larva,NR,Instar,Renewal,Fresh water,Lab,6,Active ingredient,,1.497,,0.8595,,3.727,AI mg/L,Mortality,Mortality,LC50,,10,Day(s),,,,,,,--,,,,,,,,,,,,,,,"McCarthy,C.J., S.A. Roark, D. Wright, K. O'Neal, B. Muckey, M. Stanaway, J. Rewerts, J. Field, T. Anderson, and C.J. Sa",185968,Toxicological Response of Chironomus dilutus in Single Chemical and Binary Mixture Exposure Experiments with 6 Perfluoralkyl Substances,Environ. Toxicol. Chem.40(8): 2319-2333,2021,Purity:  NR - NR | Organism Age:  2 - 3 Instar | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0677,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,>97,Paramecium caudatum,Ciliate,Invertebrates,Exponential growth phase (log),NR,,Static,Culture,Lab,4,Active ingredient,,45.80455782,,,,,AI mg/L,Behavior,Swimming,EC50,,0.0417,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Matsubara,E., K. Harada, K. Inoue, and A. Koizumi",110755,Effects of Perfluorinated Amphiphiles on Backward Swimming in Paramecium caudatum,Biochem. Biophys. Res. Commun.339(2): 554-561,2006,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0678,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Dugong dugon,Dugong,Mammals,Not intact,NR,,In Vitro,Culture,Lab,7,Formulation,,215.2860625,,,,,AI mg/L,Cell(s),Viability,EC50,Culture cells,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Finlayson,K.A., and J.P. Van De Merwe",187379,Differences in Marine Megafauna In Vitro Sensitivity Highlights the Need for Species-Specific Chemical Risk Assessments,Aquat. Toxicol.239:8p.,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0679,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Tursiops australis,Burrunan Dolphin,Mammals,Not intact,NR,,In Vitro,Culture,Lab,7,Formulation,,289.8634936,,,,,AI mg/L,Cell(s),Viability,EC50,Culture cells,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Finlayson,K.A., and J.P. Van De Merwe",187379,Differences in Marine Megafauna In Vitro Sensitivity Highlights the Need for Species-Specific Chemical Risk Assessments,Aquat. Toxicol.239:8p.,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0680,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Measured,97,Perna viridis,Green Mussel,Molluscs,,NR,,Renewal,Salt water,Lab,6,Active ingredient,,0.195,,0.144,,0.265,AI mg/L,Genetics,"Genetics, general",EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,C., V.W.C. Chang, K.Y.H. Gin, and V.T. Nguyen",175715,Genotoxicity of Perfluorinated Chemicals (PFCs) to the Green Mussel (Perna viridis),Sci. Total Environ.487:117-122,2014,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0681,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Caretta caretta,Loggerhead Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,7,Formulation,,345.9705963,,,,,AI mg/L,Cell(s),Viability,EC50,Culture cells,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Finlayson,K.A., and J.P. Van De Merwe",187379,Differences in Marine Megafauna In Vitro Sensitivity Highlights the Need for Species-Specific Chemical Risk Assessments,Aquat. Toxicol.239:8p.,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0682,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Eretmochelys imbricata,Hawksbill Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,7,Formulation,,204.3338076,,,,,AI mg/L,Cell(s),Viability,EC50,Culture cells,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Finlayson,K.A., and J.P. Van De Merwe",187379,Differences in Marine Megafauna In Vitro Sensitivity Highlights the Need for Species-Specific Chemical Risk Assessments,Aquat. Toxicol.239:8p.,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0683,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,NR,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,7,Formulation,,229.8581306,,,,,AI mg/L,Cell(s),Viability,EC50,Culture cells,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Finlayson,K.A., and J.P. Van De Merwe",187379,Differences in Marine Megafauna In Vitro Sensitivity Highlights the Need for Species-Specific Chemical Risk Assessments,Aquat. Toxicol.239:8p.,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0684,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,13,Active ingredient,,133.8402682,,,,,AI mg/L,Cell(s),Viability,EC50,Kidney,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Chaousis,S., F.D.L. Leusch, A. Nouwens, S.D. Melvin, and J.P. Van De Merwe",185601,Changes in Global Protein Expression in Sea Turtle Cells Exposed to Common Contaminants Indicates New Biomarkers of Chemical Exposure,Sci. Total Environ.751:141680-141680,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0685,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,13,Active ingredient,,43.30781495,,,,,AI mg/L,Cell(s),Viability,EC50,"Skin, epidermis",2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Chaousis,S., F.D.L. Leusch, A. Nouwens, S.D. Melvin, and J.P. Van De Merwe",185601,Changes in Global Protein Expression in Sea Turtle Cells Exposed to Common Contaminants Indicates New Biomarkers of Chemical Exposure,Sci. Total Environ.751:141680-141680,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0686,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,13,Active ingredient,>,232.0393,,,,,AI mg/L,Cell(s),Viability,EC50,Small intestine,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Chaousis,S., F.D.L. Leusch, A. Nouwens, S.D. Melvin, and J.P. Van De Merwe",185601,Changes in Global Protein Expression in Sea Turtle Cells Exposed to Common Contaminants Indicates New Biomarkers of Chemical Exposure,Sci. Total Environ.751:141680-141680,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0687,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,13,Active ingredient,,78.80982785,,,,,AI mg/L,Cell(s),Viability,EC50,Ovaries,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Chaousis,S., F.D.L. Leusch, A. Nouwens, S.D. Melvin, and J.P. Van De Merwe",185601,Changes in Global Protein Expression in Sea Turtle Cells Exposed to Common Contaminants Indicates New Biomarkers of Chemical Exposure,Sci. Total Environ.751:141680-141680,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0688,375951,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanoic acid",,Unmeasured,97,Chelonia mydas,Green Sea Turtle,Reptiles,Not intact,NR,,In Vitro,Culture,Lab,13,Active ingredient,,21.21303281,,,,,AI mg/L,Cell(s),Viability,EC50,Liver,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Chaousis,S., F.D.L. Leusch, A. Nouwens, S.D. Melvin, and J.P. Van De Merwe",185601,Changes in Global Protein Expression in Sea Turtle Cells Exposed to Common Contaminants Indicates New Biomarkers of Chemical Exposure,Sci. Total Environ.751:141680-141680,2021,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0689,376067,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Heptacosafluorotetradecanoic acid",,Unmeasured,NR,Scenedesmus acutus var. acutus,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,8,Formulation,,47.1317616,,41.4188208,,52.1305848,AI mg/L,Population,Chlorophyll,EC10,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,W., S. Chen, X. Quan, and Y.H. Jin",114574,Toxic Effect of Serial Perfluorosulfonic and Perfluorocarboxylic Acids on the Membrane System of a Freshwater Alga Measured by Flow Cytometry,Environ. Toxicol. Chem.27(7): 1597-1604,2008,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0690,376067,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Heptacosafluorotetradecanoic acid",,Unmeasured,NR,Scenedesmus acutus var. acutus,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,8,Formulation,,29.2788216,,24.994116,,34.2776448,AI mg/L,Population,Abundance,EC10,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,W., S. Chen, X. Quan, and Y.H. Jin",114574,Toxic Effect of Serial Perfluorosulfonic and Perfluorocarboxylic Acids on the Membrane System of a Freshwater Alga Measured by Flow Cytometry,Environ. Toxicol. Chem.27(7): 1597-1604,2008,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0691,376067,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Heptacosafluorotetradecanoic acid",,Unmeasured,NR,Scenedesmus acutus var. acutus,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,8,Formulation,,137.1105792,,132.8258736,,140.6811672,AI mg/L,Population,Chlorophyll,EC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,W., S. Chen, X. Quan, and Y.H. Jin",114574,Toxic Effect of Serial Perfluorosulfonic and Perfluorocarboxylic Acids on the Membrane System of a Freshwater Alga Measured by Flow Cytometry,Environ. Toxicol. Chem.27(7): 1597-1604,2008,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0692,376067,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Heptacosafluorotetradecanoic acid",,Unmeasured,NR,Scenedesmus acutus var. acutus,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,8,Formulation,,95.6917584,,90.6929352,,99.976464,AI mg/L,Population,Abundance,EC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Liu,W., S. Chen, X. Quan, and Y.H. Jin",114574,Toxic Effect of Serial Perfluorosulfonic and Perfluorocarboxylic Acids on the Membrane System of a Freshwater Alga Measured by Flow Cytometry,Environ. Toxicol. Chem.27(7): 1597-1604,2008,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
